ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,bid_sz_00,bid_ct_00,ask_px_00,ask_sz_00,ask_ct_00,bid_px_01,bid_sz_01,bid_ct_01,ask_px_01,ask_sz_01,ask_ct_01,bid_px_02,bid_sz_02,bid_ct_02,ask_px_02,ask_sz_02,ask_ct_02,bid_px_03,bid_sz_03,bid_ct_03,ask_px_03,ask_sz_03,ask_ct_03,bid_px_04,bid_sz_04,bid_ct_04,ask_px_04,ask_sz_04,ask_ct_04,bid_px_05,bid_sz_05,bid_ct_05,ask_px_05,ask_sz_05,ask_ct_05,bid_px_06,bid_sz_06,bid_ct_06,ask_px_06,ask_sz_06,ask_ct_06,bid_px_07,bid_sz_07,bid_ct_07,ask_px_07,ask_sz_07,ask_ct_07,bid_px_08,bid_sz_08,bid_ct_08,ask_px_08,ask_sz_08,ask_ct_08,bid_px_09,bid_sz_09,bid_ct_09,ask_px_09,ask_sz_09,ask_ct_09,symbol,order_id
2025-07-17T11:00:00.125340914Z,2025-07-17T11:00:00.125174985Z,10,2,1108,C,B,0,5.37,100,130,165929,10583317,5.40,100,1,21.33,100,1,,0,0,21.47,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,1263973
2025-07-17T11:00:00.125347247Z,2025-07-17T11:00:00.125182048Z,10,2,1108,A,B,0,9.79,100,130,165199,10583320,9.79,100,1,21.33,100,1,5.40,100,1,21.47,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12852457
2025-07-17T11:00:00.125619742Z,2025-07-17T11:00:00.125454029Z,10,2,1108,C,B,0,5.40,100,130,165713,10583363,9.79,100,1,21.33,100,1,,0,0,21.47,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,1264721
2025-07-17T11:00:00.125626050Z,2025-07-17T11:00:00.125460962Z,10,2,1108,A,B,0,9.84,100,130,165088,10583364,9.84,100,1,21.33,100,1,9.79,100,1,21.47,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12852537
2025-07-17T11:00:07.975990221Z,2025-07-17T11:00:07.975824831Z,10,2,1108,C,A,0,21.33,100,130,165390,10674471,9.84,100,1,21.47,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,817597
2025-07-17T11:00:07.976003383Z,2025-07-17T11:00:07.975837956Z,10,2,1108,A,A,0,17.44,100,130,165427,10674472,9.84,100,1,17.44,100,1,9.79,100,1,21.47,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12983425
2025-07-17T11:00:07.976138102Z,2025-07-17T11:00:07.975972618Z,10,2,1108,C,A,0,21.47,100,130,165484,10674473,9.84,100,1,17.44,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,1264725
2025-07-17T11:00:07.976144724Z,2025-07-17T11:00:07.975979367Z,10,2,1108,A,A,0,17.36,100,130,165357,10674474,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12983429
2025-07-17T11:00:08.255140498Z,2025-07-17T11:00:08.254975294Z,10,2,1108,C,A,0,17.44,100,130,165204,10676310,9.84,100,1,17.36,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12983425
2025-07-17T11:00:08.255150459Z,2025-07-17T11:00:08.254985173Z,10,2,1108,A,A,0,18.92,100,130,165286,10676311,9.84,100,1,17.36,100,1,9.79,100,1,18.92,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985397
2025-07-17T11:00:08.255312226Z,2025-07-17T11:00:08.255147130Z,10,2,1108,C,A,0,17.36,100,130,165096,10676314,9.84,100,1,18.92,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12983429
2025-07-17T11:00:08.255320414Z,2025-07-17T11:00:08.255155317Z,10,2,1108,A,A,0,18.84,100,130,165097,10676315,9.84,100,1,18.84,100,1,9.79,100,1,18.92,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985401
2025-07-17T11:00:08.256027692Z,2025-07-17T11:00:08.255862656Z,10,2,1108,C,A,0,18.92,100,130,165036,10676320,9.84,100,1,18.84,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985397
2025-07-17T11:00:08.256037075Z,2025-07-17T11:00:08.255871843Z,10,2,1108,A,A,0,20.62,100,130,165232,10676321,9.84,100,1,18.84,100,1,9.79,100,1,20.62,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985405
2025-07-17T11:00:08.256333906Z,2025-07-17T11:00:08.256168895Z,10,2,1108,C,A,0,18.84,100,130,165011,10676324,9.84,100,1,20.62,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985401
2025-07-17T11:00:08.256340615Z,2025-07-17T11:00:08.256175346Z,10,2,1108,A,A,0,20.53,100,130,165269,10676325,9.84,100,1,20.53,100,1,9.79,100,1,20.62,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985413
2025-07-17T11:00:08.257050282Z,2025-07-17T11:00:08.256885010Z,10,2,1108,C,A,0,20.62,100,130,165272,10676333,9.84,100,1,20.53,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985405
2025-07-17T11:00:08.257058070Z,2025-07-17T11:00:08.256892686Z,10,2,1108,A,A,0,21.47,100,130,165384,10676334,9.84,100,1,20.53,100,1,9.79,100,1,21.47,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985417
2025-07-17T11:00:08.257234812Z,2025-07-17T11:00:08.257069458Z,10,2,1108,C,A,0,20.53,100,130,165354,10676335,9.84,100,1,21.47,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985413
2025-07-17T11:00:08.257241334Z,2025-07-17T11:00:08.257076085Z,10,2,1108,A,A,0,21.47,100,130,165249,10676336,9.84,100,1,21.47,200,2,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985421
2025-07-17T11:01:05.260586668Z,2025-07-17T11:01:05.260421351Z,10,2,1108,C,A,0,21.47,100,130,165317,10824633,9.84,100,1,21.47,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985417
2025-07-17T11:01:05.260611137Z,2025-07-17T11:01:05.260445703Z,10,2,1108,A,A,0,17.44,100,130,165434,10824634,9.84,100,1,17.44,100,1,9.79,100,1,21.47,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,13174157
2025-07-17T11:01:05.260858436Z,2025-07-17T11:01:05.260693130Z,10,2,1108,C,A,0,21.47,100,130,165306,10824635,9.84,100,1,17.44,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12985421
2025-07-17T11:01:05.260874630Z,2025-07-17T11:01:05.260709480Z,10,2,1108,A,A,0,17.36,100,130,165150,10824636,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,13174161
2025-07-17T11:56:26.691626843Z,2025-07-17T11:56:26.691461161Z,10,2,1108,C,B,0,9.79,100,130,165682,14213017,9.84,100,1,17.36,100,1,,0,0,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12852457
2025-07-17T11:56:26.691630539Z,2025-07-17T11:56:26.691465204Z,10,2,1108,C,A,0,17.44,100,130,165335,14213018,9.84,100,1,17.36,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,13174157
2025-07-17T11:56:26.694933250Z,2025-07-17T11:56:26.694767820Z,10,2,1108,A,B,0,9.79,100,130,165430,14213075,9.84,100,1,17.36,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19202569
2025-07-17T11:56:26.694937361Z,2025-07-17T11:56:26.694772016Z,10,2,1108,A,A,0,17.44,100,130,165345,14213076,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19202573
2025-07-17T11:56:30.446102409Z,2025-07-17T11:56:30.445937099Z,10,2,1108,C,A,0,17.44,100,130,165310,14219824,9.84,100,1,17.36,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19202573
2025-07-17T11:56:30.446117449Z,2025-07-17T11:56:30.445951937Z,10,2,1108,A,A,0,17.93,100,130,165512,14219825,9.84,100,1,17.36,100,1,9.79,100,1,17.93,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218909
2025-07-17T11:56:30.446231965Z,2025-07-17T11:56:30.446066952Z,10,2,1108,C,A,0,17.93,100,130,165013,14219826,9.84,100,1,17.36,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218909
2025-07-17T11:56:30.446250148Z,2025-07-17T11:56:30.446084801Z,10,2,1108,A,A,0,17.44,100,130,165347,14219827,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218913
2025-07-17T11:56:30.446357192Z,2025-07-17T11:56:30.446191769Z,10,2,1108,C,A,0,17.36,100,130,165423,14219828,9.84,100,1,17.44,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,13174161
2025-07-17T11:56:30.446379036Z,2025-07-17T11:56:30.446213519Z,10,2,1108,A,A,0,17.85,100,130,165517,14219829,9.84,100,1,17.44,100,1,9.79,100,1,17.85,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218917
2025-07-17T11:56:30.446543637Z,2025-07-17T11:56:30.446378732Z,10,2,1108,C,A,0,17.85,100,130,164905,14219830,9.84,100,1,17.44,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218917
2025-07-17T11:56:30.446723646Z,2025-07-17T11:56:30.446558412Z,10,2,1108,A,A,0,17.36,100,130,165234,14219831,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218921
2025-07-17T11:57:30.222987797Z,2025-07-17T11:57:30.222822537Z,10,2,1108,C,B,0,9.84,100,130,165260,14325877,9.79,100,1,17.36,100,1,,0,0,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,12852537
2025-07-17T11:57:30.222988778Z,2025-07-17T11:57:30.222823580Z,10,2,1108,C,A,0,17.36,100,130,165198,14325878,9.79,100,1,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218921
2025-07-17T11:57:30.224151967Z,2025-07-17T11:57:30.223986626Z,10,2,1108,A,B,0,9.84,100,130,165341,14325937,9.84,100,1,17.44,100,1,9.79,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19346173
2025-07-17T11:57:30.224156146Z,2025-07-17T11:57:30.223991040Z,10,2,1108,A,A,0,17.36,100,130,165106,14325938,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19346177
2025-07-17T12:30:01.318008785Z,2025-07-17T12:30:01.317842911Z,10,2,1108,A,A,0,20.48,100,130,165874,16864046,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,,0,0,20.48,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,23570297
2025-07-17T12:30:03.426465857Z,2025-07-17T12:30:03.426300621Z,10,2,1108,A,B,0,7.74,100,130,165236,16882670,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,7.74,100,1,20.48,100,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,23616197
2025-07-17T12:30:03.426466862Z,2025-07-17T12:30:03.426301523Z,10,2,1108,A,A,0,20.48,100,130,165339,16882671,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,7.74,100,1,20.48,200,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,23616201
2025-07-17T12:30:03.604699168Z,2025-07-17T12:30:03.604533925Z,10,2,1108,A,B,0,7.74,100,130,165243,16886020,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,7.74,200,2,20.48,200,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,23622101
2025-07-17T12:30:51.178394233Z,2025-07-17T12:30:51.178228608Z,10,2,1108,A,A,0,20.48,100,130,165625,17120703,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,7.74,200,2,20.48,300,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,24099409
2025-07-17T12:30:51.643125167Z,2025-07-17T12:30:51.642959794Z,10,2,1108,A,B,0,7.74,100,130,165373,17122998,9.84,100,1,17.36,100,1,9.79,100,1,17.44,100,1,7.74,300,3,20.48,300,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,24102329
2025-07-17T13:15:00.032611736Z,2025-07-17T13:15:00.032446132Z,10,2,1108,C,A,0,17.44,100,130,165604,23080007,9.84,100,1,17.36,100,1,9.79,100,1,20.48,300,3,7.74,300,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19218913
2025-07-17T13:15:00.032651211Z,2025-07-17T13:15:00.032483824Z,10,2,1108,C,B,0,9.79,100,128,167387,23080041,9.84,100,1,17.36,100,1,7.74,300,3,20.48,300,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19202569
2025-07-17T13:15:00.058480238Z,2025-07-17T13:15:00.058314138Z,10,2,1108,C,A,0,17.36,100,128,166100,23101369,9.84,100,1,20.48,300,3,7.74,300,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19346177
2025-07-17T13:15:00.058537384Z,2025-07-17T13:15:00.058371545Z,10,2,1108,C,B,0,9.84,100,130,165839,23101396,7.74,300,3,20.48,300,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,19346173
2025-07-17T13:15:01.925239044Z,2025-07-17T13:15:01.925073727Z,10,2,1108,A,B,0,7.74,100,130,165317,23123943,7.74,400,4,20.48,300,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,31960841
2025-07-17T13:15:02.042906947Z,2025-07-17T13:15:02.042741730Z,10,2,1108,A,A,0,20.48,100,130,165217,23124563,7.74,400,4,20.48,400,4,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,31962113
2025-07-17T13:17:49.831329888Z,2025-07-17T13:17:49.831164624Z,10,2,1108,A,B,0,7.74,100,130,165264,23465434,7.74,500,5,20.48,400,4,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,33574717
2025-07-17T13:17:49.831709365Z,2025-07-17T13:17:49.831544051Z,10,2,1108,A,A,0,20.48,100,130,165314,23465435,7.74,500,5,20.48,500,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,33574725
2025-07-17T13:19:57.597368321Z,2025-07-17T13:19:57.597203040Z,10,2,1108,A,B,0,8.74,100,130,165281,23710201,8.74,100,1,20.48,500,5,7.74,500,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,34790041
2025-07-17T13:19:57.597456270Z,2025-07-17T13:19:57.597291053Z,10,2,1108,A,A,0,18.35,100,130,165217,23710202,8.74,100,1,18.35,100,1,7.74,500,5,20.48,500,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,34790045
2025-07-17T13:19:58.492785060Z,2025-07-17T13:19:58.492619751Z,10,2,1108,A,A,0,18.24,100,130,165309,23728432,8.74,100,1,18.24,100,1,7.74,500,5,18.35,100,1,,0,0,20.48,500,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,34810233
2025-07-17T13:19:58.492799826Z,2025-07-17T13:19:58.492634480Z,10,2,1108,A,B,0,9.24,100,130,165346,23728435,9.24,100,1,18.24,100,1,8.74,100,1,18.35,100,1,7.74,500,5,20.48,500,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,34810241
2025-07-17T13:20:00.525430361Z,2025-07-17T13:20:00.525263842Z,10,2,1108,C,A,0,18.24,100,0,166519,23765825,9.24,100,1,18.35,100,1,8.74,100,1,20.48,500,5,7.74,500,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,34810233
2025-07-17T13:20:00.525430361Z,2025-07-17T13:20:00.525264700Z,10,2,1108,C,B,0,9.24,100,130,165661,23765826,8.74,100,1,18.35,100,1,7.74,500,5,20.48,500,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,ARL,34810241
